slug,module,category,localFile,high,medium,low,total_issues,issue_types,web_words_adj,doc_words,word_gap_pct,web_imgs_adj,doc_imgs
kich-hoat-dich-vu-fcmon,FPT Cloud Monitoring,FPT Monitoring,fpt-cloud-monitoring/kich-hoat-dich-vu-fcmon.md,1,1,0,2,"NO_TABLES, WORD_COUNT_LOW",87,28,68%,2,0
user-defined-pattern,FPT Cloud WAPPLES,FPT Security,fpt-cloud-wapples/user-defined-pattern.md,1,2,0,3,"FEWER_IMAGES, NO_TABLES, WORD_COUNT_LOW",62,4,94%,7,1
migrate-bucket-data,FPT Object Storage,FPT Storage,fpt-object-storage/migrate-bucket-data.md,1,1,0,2,"NO_IMAGES, NO_TABLES",561,505,10%,4,0
detection-status,FPT Cloud WAPPLES,FPT Security,fpt-cloud-wapples/detection-status.md,1,2,0,3,"FEWER_IMAGES, NO_TABLES, WORD_COUNT_LOW",70,14,80%,7,1
tutorials-quan-ly-access-key-cua-object-storage-tren-fpt-portal,FPT Object Storage,FPT Storage,fpt-object-storage/tutorials-quan-ly-access-key-cua-object-storage-tren-fpt-portal.md,1,1,0,2,"NO_IMAGES, NO_TABLES",471,416,12%,4,0
malicious-ip,FPT Cloud WAPPLES,FPT Security,fpt-cloud-wapples/malicious-ip.md,1,2,0,3,"FEWER_IMAGES, NO_TABLES, WORD_COUNT_LOW",57,5,91%,7,1
url-filter-settings,FPT Cloud WAPPLES,FPT Security,fpt-cloud-wapples/url-filter-settings.md,1,2,0,3,"FEWER_IMAGES, NO_TABLES, WORD_COUNT_LOW",66,16,76%,7,1
xem-ket-qua-quet,FPT Cloud VA,FPT Security,fpt-va/xem-ket-qua-quet.md,1,1,0,2,"NO_TABLES, WORD_COUNT_LOW",73,24,67%,3,0
security-patch,FPT Cloud WAPPLES,FPT Security,fpt-cloud-wapples/security-patch.md,1,2,0,3,"FEWER_IMAGES, NO_TABLES, WORD_COUNT_LOW",78,30,62%,9,3
audit-logs,FPT Cloud WAPPLES,FPT Security,fpt-cloud-wapples/audit-logs.md,1,2,0,3,"FEWER_IMAGES, NO_TABLES, WORD_COUNT_LOW",67,21,69%,7,1
service-status,FPT Cloud WAPPLES,FPT Security,fpt-cloud-wapples/service-status.md,1,2,0,3,"FEWER_IMAGES, NO_TABLES, WORD_COUNT_LOW",66,21,68%,7,1
intergration,FPT Cloud WAPPLES,FPT Security,fpt-cloud-wapples/intergration.md,1,2,0,3,"FEWER_IMAGES, NO_TABLES, WORD_COUNT_LOW",62,17,73%,11,5
network,FPT Cloud WAPPLES,FPT Security,fpt-cloud-wapples/network.md,1,2,0,3,"FEWER_IMAGES, NO_TABLES, WORD_COUNT_LOW",65,20,69%,10,4
privacy-filtering,FPT Cloud WAPPLES,FPT Security,fpt-cloud-wapples/privacy-filtering.md,1,2,0,3,"FEWER_IMAGES, NO_TABLES, WORD_COUNT_LOW",62,18,71%,7,1
network-filters,FPT Cloud WAPPLES,FPT Security,fpt-cloud-wapples/network-filters.md,1,2,0,3,"NO_IMAGES, NO_TABLES, WORD_COUNT_LOW",127,84,34%,6,0
self-diagnostics,FPT Cloud WAPPLES,FPT Security,fpt-cloud-wapples/self-diagnostics.md,1,2,0,3,"FEWER_IMAGES, NO_TABLES, WORD_COUNT_LOW",59,16,73%,7,1
ip-access,IAM,FPT Security,iam/ip-access.md,1,2,0,3,"NO_IMAGES, NO_TABLES, WORD_COUNT_LOW",86,44,49%,4,0
report-scheduling,FPT Cloud WAPPLES,FPT Security,fpt-cloud-wapples/report-scheduling.md,1,2,0,3,"FEWER_IMAGES, NO_TABLES, WORD_COUNT_LOW",58,16,72%,8,2
system,FPT Cloud WAPPLES,FPT Security,fpt-cloud-wapples/system.md,1,2,0,3,"FEWER_IMAGES, NO_TABLES, WORD_COUNT_LOW",52,11,79%,11,5
backup-restore,FPT Cloud WAPPLES,FPT Security,fpt-cloud-wapples/backup-restore.md,1,1,0,2,"NO_TABLES, WORD_COUNT_LOW",51,15,71%,7,7
overview-policy,Policy Management,FPT Cloud Server,policy-management/overview-policy.md,1,2,0,3,"NO_IMAGES, NO_TABLES, WORD_COUNT_LOW",71,45,37%,4,0
quan-ly-mountpoint,File Storage - High Performance,FPT Storage,file-storage-high-performance/quan-ly-mountpoint.md,1,0,0,1,NO_IMAGES,713,687,4%,4,0
role-management,IAM,FPT Security,iam/role-management.md,1,1,0,2,"NO_IMAGES, NO_TABLES",83,60,28%,4,0
region-nhat-ban,File Storage - High Performance,FPT Storage,file-storage-high-performance/region-nhat-ban.md,1,1,0,2,"NO_IMAGES, NO_TABLES",30,11,63%,4,0
dang-nhap-voi-account-password,FPT Cloud Desktop,FPT Cloud Server,fpt-cloud-desktop/dang-nhap-voi-account-password.md,1,1,0,2,"NO_IMAGES, NO_TABLES",33,26,21%,4,0
region-viet-nam,File Storage - High Performance,FPT Storage,file-storage-high-performance/region-viet-nam.md,1,1,0,2,"NO_IMAGES, NO_TABLES",10,30,-200%,4,0
dang-nhap-voi-tai-khoan-SSO,FPT Cloud Desktop,FPT Cloud Server,fpt-cloud-desktop/dang-nhap-voi-tai-khoan-SSO.md,1,1,0,2,"NO_IMAGES, NO_TABLES",11,33,-200%,4,0
tutorials-su-dung-object-storage-tren-fpt-portal,FPT Object Storage,FPT Storage,fpt-object-storage/tutorials-su-dung-object-storage-tren-fpt-portal.md,1,1,0,2,"NO_IMAGES, NO_TABLES",69,124,-80%,4,0
Overview,FPT Cloud Guard,FPT Monitoring,cloud-guard/Overview.md,1,2,0,3,"HEADING_COUNT_DIFF, NO_IMAGES, NO_TABLES",65,190,-192%,5,0
slurm-on-fpt-cloud,Managed GPU Cluster (Kubernetes),AI Infrastructure,fpt-managed-gpu-cluster/slurm-on-fpt-cloud.md,0,2,0,2,"HEADING_COUNT_DIFF, WORD_COUNT_LOW",3435,2122,38%,6,4
tinh-nang-workload-scan,Managed - FPT Kubernetes Engine,FPT Container,managed-fpt-kubernetes-engine/tinh-nang-workload-scan.md,0,4,0,4,"FEWER_IMAGES, HEADING_COUNT_DIFF, NO_TABLES, WORD_COUNT_LOW",1404,728,48%,16,11
edit-vpn-connection,VPN Site-to-Site,FPT Network,vpn-site-to-site/edit-vpn-connection.md,0,2,0,2,"FEWER_IMAGES, WORD_COUNT_LOW",1127,464,59%,10,4
gpu-sharing,Managed - FPT Kubernetes Engine,FPT Container,managed-fpt-kubernetes-engine/gpu-sharing.md,0,3,0,3,"FEWER_IMAGES, NO_TABLES, WORD_COUNT_LOW",1335,725,46%,7,2
microservices-architecture-on-fke,Managed - FPT Kubernetes Engine,FPT Container,managed-fpt-kubernetes-engine/microservices-architecture-on-fke.md,0,4,0,4,"FEWER_IMAGES, HEADING_COUNT_DIFF, NO_TABLES, WORD_COUNT_LOW",1612,1084,33%,6,1
tinh-nang-runtime-security-cluster,Managed - FPT Kubernetes Engine,FPT Container,managed-fpt-kubernetes-engine/tinh-nang-runtime-security-cluster.md,0,3,0,3,"HEADING_COUNT_DIFF, NO_TABLES, WORD_COUNT_LOW",1150,638,45%,48,46
report-schedule,Managed - FPT Database Engines,FPT Database Engine,managed-fpt-database-engine/report-schedule.md,0,2,1,3,"FEWER_IMAGES, MISSING_HEADINGS, WORD_COUNT_LOW",1583,1073,32%,11,3
connect-behind-NAT,VPN Site-to-Site,FPT Network,vpn-site-to-site/connect-behind-NAT.md,0,2,0,2,"FEWER_IMAGES, WORD_COUNT_LOW",1382,909,34%,13,7
ket-noi-thiet-bi-behind-NAT-IP,VPN Site-to-Site,FPT Network,vpn-site-to-site/ket-noi-thiet-bi-behind-NAT-IP.md,0,2,0,2,"FEWER_IMAGES, WORD_COUNT_LOW",1378,911,34%,13,7
kafka-user,Managed - FPT Database Engines,FPT Database Engine,managed-fpt-database-engine/kafka-user.md,0,3,0,3,"FEWER_IMAGES, NO_TABLES, WORD_COUNT_LOW",1250,798,36%,8,3
danh-tag-cho-vm,Managed - FPT Kubernetes Engine,FPT Container,managed-fpt-kubernetes-engine/danh-tag-cho-vm.md,0,4,0,4,"FEWER_IMAGES, HEADING_COUNT_DIFF, NO_TABLES, WORD_COUNT_LOW",838,387,54%,20,15
backup-restore-vn,Managed - FPT Kubernetes Engine,FPT Container,managed-fpt-kubernetes-engine/backup-restore-vn.md,0,4,0,4,"FEWER_IMAGES, HEADING_COUNT_DIFF, NO_TABLES, WORD_COUNT_LOW",1054,604,43%,21,16
huong-dan-chi-tiet-su-dung-auto-upgrade,Managed - FPT Kubernetes Engine,FPT Container,managed-fpt-kubernetes-engine/huong-dan-chi-tiet-su-dung-auto-upgrade.md,0,3,0,3,"FEWER_IMAGES, NO_TABLES, WORD_COUNT_LOW",864,424,51%,12,7
tinh-nang-hibernate-wakeup,Managed - FPT Kubernetes Engine,FPT Container,managed-fpt-kubernetes-engine/tinh-nang-hibernate-wakeup.md,0,3,0,3,"FEWER_IMAGES, NO_TABLES, WORD_COUNT_LOW",758,321,58%,15,10
create-vpn-connection,VPN Site-to-Site,FPT Network,vpn-site-to-site/create-vpn-connection.md,0,2,0,2,"FEWER_IMAGES, WORD_COUNT_LOW",1134,700,38%,11,5
khoi-tao-profile,FPT Autoscale,FPT Cloud Server,fpt-autoscale/khoi-tao-profile.md,0,2,1,3,"MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",791,359,55%,6,5
audit-log-vn,Managed - FPT Kubernetes Engine,FPT Container,managed-fpt-kubernetes-engine/audit-log-vn.md,0,3,0,3,"FEWER_IMAGES, NO_TABLES, WORD_COUNT_LOW",826,397,52%,11,6
them-moi-tag-retention-rule,FPT Container Registry,FPT Container,fpt-container-registry/them-moi-tag-retention-rule.md,0,2,0,2,"FEWER_IMAGES, WORD_COUNT_LOW",725,308,58%,14,9
huong-dan-tich-hop-argocd-images-updater,FPT ArgoCD,FPT DevSecOps Services,fpt-argocd/huong-dan-tich-hop-argocd-images-updater.md,0,2,0,2,"HEADING_COUNT_DIFF, WORD_COUNT_LOW",815,400,51%,21,19
view-db-list,Managed - FPT Database Engines,FPT Database Engine,managed-fpt-database-engine/view-db-list.md,0,2,0,2,"FEWER_IMAGES, WORD_COUNT_LOW",760,375,51%,10,2
chinh-sua-label-taint-cho-worker-group,Managed - FPT Kubernetes Engine,FPT Container,managed-fpt-kubernetes-engine/chinh-sua-label-taint-cho-worker-group.md,0,3,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",655,271,59%,10,5
khoi-tao-kubernetes-cluster-moi,Dedicated - FPT Kubernetes Engine,FPT Container,dedicated-fpt-kubernetes-engine/khoi-tao-kubernetes-cluster-moi.md,0,3,0,3,"FEWER_IMAGES, NO_TABLES, WORD_COUNT_LOW",714,355,50%,11,6
db-view-detail,Managed - FPT Database Engines,FPT Database Engine,managed-fpt-database-engine/db-view-detail.md,0,2,0,2,"FEWER_IMAGES, WORD_COUNT_LOW",738,379,49%,10,2
connect-fci-aws-virtualgw,VPN Site-to-Site,FPT Network,vpn-site-to-site/connect-fci-aws-virtualgw.md,0,2,1,3,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES",1165,820,30%,32,26
SSO-qua-FCDClient-cu,FPT Cloud Desktop,FPT Cloud Server,fpt-cloud-desktop/SSO-qua-FCDClient-cu.md,0,4,0,4,"FEWER_IMAGES, HEADING_COUNT_DIFF, NO_TABLES, WORD_COUNT_LOW",655,325,50%,12,7
huong-dan-cau-hinh-notifications-de-nhan-thong-bao,FPT ArgoCD,FPT DevSecOps Services,fpt-argocd/huong-dan-cau-hinh-notifications-de-nhan-thong-bao.md,0,3,0,3,"HEADING_COUNT_DIFF, NO_TABLES, WORD_COUNT_LOW",635,315,50%,28,26
subnet,Managed - FPT Database Engines,FPT Database Engine,managed-fpt-database-engine/subnet.md,0,3,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",1024,705,31%,9,1
gpu-time-sharing,Managed GPU Cluster (Kubernetes),AI Infrastructure,fpt-managed-gpu-cluster/gpu-time-sharing.md,0,2,0,2,"NO_TABLES, WORD_COUNT_LOW",785,495,37%,7,5
huong-dan-su-dung-cac-che-do-gpu-sharing,FPT Kubernetes Engine with GPU,FPT Container,fpt-kubernetes-engine-with-gpu/huong-dan-su-dung-cac-che-do-gpu-sharing.md,0,1,0,1,HEADING_COUNT_DIFF,1772,1483,16%,8,7
aspm_v1.3.0,FPT AppSec,FPT Security Platform,fpt-appsec/aspm_v1.3.0.md,0,4,0,4,"FEWER_IMAGES, HEADING_COUNT_DIFF, NO_TABLES, WORD_COUNT_LOW",598,322,46%,4,1
tao-report,FPT Reporting,FPT Monitoring,reporting/tao-report.md,0,2,0,2,"NO_TABLES, WORD_COUNT_LOW",812,537,34%,11,9
guide-dashboard-overview,FPT AppSec,FPT Security Platform,fpt-appsec/guide-dashboard-overview.md,0,3,0,3,"FEWER_IMAGES, NO_TABLES, WORD_COUNT_LOW",491,228,54%,10,7
Migration-cho-SQLServer,Managed - FPT Database Engines,FPT Database Engine,managed-fpt-database-engines-new/Migration-cho-SQLServer.md,0,3,0,3,"FEWER_IMAGES, NO_TABLES, WORD_COUNT_LOW",648,392,40%,23,15
create-schedule,FPT AppSec,FPT Security Platform,fpt-appsec/create-schedule.md,0,3,0,3,"FEWER_IMAGES, NO_TABLES, WORD_COUNT_LOW",591,336,43%,17,14
huong-dan-cau-hinh-nodes-build-tren-jenkins,FPT Jenkins CI,FPT DevSecOps Services,fpt-jenkins-ci/huong-dan-cau-hinh-nodes-build-tren-jenkins.md,0,2,0,2,"NO_TABLES, WORD_COUNT_LOW",423,178,58%,12,10
khoi-tao-managed-gpu-cluster-moi,Managed GPU Cluster (Kubernetes),AI Infrastructure,fpt-managed-gpu-cluster/khoi-tao-managed-gpu-cluster-moi.md,0,1,0,1,NO_TABLES,870,629,28%,9,7
retry-timeout-rule,Dedicated - FPT Kubernetes Engine,FPT Container,dedicated-fpt-kubernetes-engine/retry-timeout-rule.md,0,2,0,2,"FEWER_IMAGES, WORD_COUNT_LOW",766,526,31%,7,2
driver-installation-self-install,FPT Kubernetes Engine with GPU,FPT Container,fpt-kubernetes-engine-with-gpu/driver-installation-self-install.md,0,2,0,2,"NO_TABLES, WORD_COUNT_LOW",428,189,56%,1,0
accountpassword-qua-FCDClient-moi,FPT Cloud Desktop,FPT Cloud Server,fpt-cloud-desktop/accountpassword-qua-FCDClient-moi.md,0,4,1,5,"FEWER_IMAGES, HEADING_COUNT_DIFF, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",730,493,32%,16,12
aspm_v1.2.1,FPT AppSec,FPT Security Platform,fpt-appsec/aspm_v1.2.1.md,0,4,0,4,"FEWER_IMAGES, HEADING_COUNT_DIFF, NO_TABLES, WORD_COUNT_LOW",448,226,50%,4,1
log,Managed - FPT Database Engines,FPT Database Engine,managed-fpt-database-engines-new/log.md,0,3,0,3,"FEWER_IMAGES, NO_TABLES, WORD_COUNT_LOW",371,150,60%,7,2
service-load-balancer-managed-gpu-cluster,Managed GPU Cluster (Kubernetes),AI Infrastructure,fpt-managed-gpu-cluster/service-load-balancer-managed-gpu-cluster.md,0,1,1,2,"MISSING_HEADINGS, WORD_COUNT_LOW",613,394,36%,2,0
huong-dan-su-dung-autoscaler-voi-gpu,FPT Kubernetes Engine with GPU,FPT Container,fpt-kubernetes-engine-with-gpu/huong-dan-su-dung-autoscaler-voi-gpu.md,0,2,0,2,"NO_TABLES, WORD_COUNT_LOW",441,223,49%,3,2
quan-ly-retention-run,FPT Container Registry,FPT Container,fpt-container-registry/quan-ly-retention-run.md,0,4,0,4,"FEWER_IMAGES, HEADING_COUNT_DIFF, NO_TABLES, WORD_COUNT_LOW",413,200,52%,16,11
create-policy,Policy Management,FPT Cloud Server,policy-management/create-policy.md,0,1,0,1,FEWER_IMAGES,1497,1285,14%,7,3
file-storage-high-performance,Managed GPU Cluster (Kubernetes),AI Infrastructure,fpt-managed-gpu-cluster/file-storage-high-performance.md,0,2,0,2,"HEADING_COUNT_DIFF, NO_TABLES",906,694,23%,13,11
huong-dan-su-dung-gpu-telemetry,FPT Kubernetes Engine with GPU,FPT Container,fpt-kubernetes-engine-with-gpu/huong-dan-su-dung-gpu-telemetry.md,0,3,0,3,"HEADING_COUNT_DIFF, NO_TABLES, WORD_COUNT_LOW",375,166,56%,4,3
guide-asset-by-team,FPT AppSec,FPT Security Platform,fpt-appsec/guide-asset-by-team.md,0,2,1,3,"FEWER_IMAGES, MISSING_HEADINGS, WORD_COUNT_LOW",342,140,59%,4,1
monitor-infrastructure-platform,FPT Cloud Monitoring,FPT Monitoring,fpt-cloud-monitoring/monitor-infrastructure-platform.md,0,3,0,3,"HEADING_COUNT_DIFF, NO_TABLES, WORD_COUNT_LOW",472,281,40%,14,12
trien-khai-ung-dung-tren-worker-managed-gpu-cluster,Managed GPU Cluster (Kubernetes),AI Infrastructure,fpt-managed-gpu-cluster/trien-khai-ung-dung-tren-worker-managed-gpu-cluster.md,0,2,0,2,"NO_TABLES, WORD_COUNT_LOW",402,214,47%,5,3
huong-dan-tao-jenkins-pipeline-ci-cd-tich-hop-cac-tinh-nang-tren-portal,FPT Jenkins CI,FPT DevSecOps Services,fpt-jenkins-ci/huong-dan-tao-jenkins-pipeline-ci-cd-tich-hop-cac-tinh-nang-tren-portal.md,0,1,0,1,WORD_COUNT_LOW,523,338,35%,14,12
schedule-detail,FPT AppSec,FPT Security Platform,fpt-appsec/schedule-detail.md,0,2,0,2,"FEWER_IMAGES, WORD_COUNT_LOW",323,138,57%,6,3
accountpassword-qua-FCDClient-cu,FPT Cloud Desktop,FPT Cloud Server,fpt-cloud-desktop/accountpassword-qua-FCDClient-cu.md,0,4,0,4,"FEWER_IMAGES, HEADING_COUNT_DIFF, NO_TABLES, WORD_COUNT_LOW",493,309,37%,11,7
create-overview-policy,Policy Management,FPT Cloud Server,policy-management/create-overview-policy.md,0,1,0,1,FEWER_IMAGES,1322,1144,13%,6,2
mps-gpu-sharing,Managed GPU Cluster (Kubernetes),AI Infrastructure,fpt-managed-gpu-cluster/mps-gpu-sharing.md,0,2,0,2,"NO_TABLES, WORD_COUNT_LOW",477,300,37%,4,2
khoi-tao-policy,FPT Autoscale,FPT Cloud Server,fpt-autoscale/khoi-tao-policy.md,0,1,1,2,"MISSING_HEADINGS, NO_TABLES",678,503,26%,9,8
manual-scale,Dedicated - FPT Kubernetes Engine,FPT Container,dedicated-fpt-kubernetes-engine/manual-scale.md,0,3,0,3,"FEWER_IMAGES, NO_TABLES, WORD_COUNT_LOW",376,203,46%,9,4
khoi-tao-mot-alert-moi-threat-alert,FPT Cloud Guard,FPT Monitoring,cloud-guard/khoi-tao-mot-alert-moi-threat-alert.md,0,2,0,2,"FEWER_IMAGES, WORD_COUNT_LOW",398,227,43%,7,2
them-moi-mot-credential,FPT Jenkins CI,FPT DevSecOps Services,fpt-jenkins-ci/them-moi-mot-credential.md,0,3,0,3,"HEADING_COUNT_DIFF, NO_TABLES, WORD_COUNT_LOW",394,223,43%,23,21
huong-dan-tao-jobs-tren-jenkins-chay-tren-fpt-cloud-agent,FPT Jenkins CI,FPT DevSecOps Services,fpt-jenkins-ci/huong-dan-tao-jobs-tren-jenkins-chay-tren-fpt-cloud-agent.md,0,2,0,2,"NO_TABLES, WORD_COUNT_LOW",381,210,45%,16,14
them-bot-member-cho-server-pool,Load Balancer,FPT Network,load-balancer/them-bot-member-cho-server-pool.md,0,3,0,3,"FEWER_IMAGES, NO_TABLES, WORD_COUNT_LOW",329,159,52%,7,3
cai-dat-cluster-kubernetes-su-dung-gpu,FPT Kubernetes Engine with GPU,FPT Container,fpt-kubernetes-engine-with-gpu/cai-dat-cluster-kubernetes-su-dung-gpu.md,0,2,0,2,"HEADING_COUNT_DIFF, NO_TABLES",1552,1384,11%,9,8
cau-hinh-sonarqube-servers,FPT Jenkins CI,FPT DevSecOps Services,fpt-jenkins-ci/cau-hinh-sonarqube-servers.md,0,3,0,3,"HEADING_COUNT_DIFF, NO_TABLES, WORD_COUNT_LOW",373,205,45%,15,13
pull-docker-image-tu-fpt-container-registry-ve-local,FPT Container Registry,FPT Container,fpt-container-registry/pull-docker-image-tu-fpt-container-registry-ve-local.md,0,4,0,4,"FEWER_IMAGES, NO_CODE_BLOCKS, NO_TABLES, WORD_COUNT_LOW",267,108,60%,10,5
khoi-tao-mot-alert-moi-activity-alert,FPT Cloud Guard,FPT Monitoring,cloud-guard/khoi-tao-mot-alert-moi-activity-alert.md,0,2,0,2,"FEWER_IMAGES, WORD_COUNT_LOW",289,130,55%,7,2
refresh-robot-account,FPT Container Registry,FPT Container,fpt-container-registry/refresh-robot-account.md,0,3,0,3,"FEWER_IMAGES, NO_TABLES, WORD_COUNT_LOW",272,115,58%,9,4
clone-du-lieu-giua-hai-bucket-khac-nhau,FPT Object Storage,FPT Storage,fpt-object-storage/clone-du-lieu-giua-hai-bucket-khac-nhau.md,0,3,0,3,"FEWER_IMAGES, NO_TABLES, WORD_COUNT_LOW",407,251,38%,9,5
su-dung-fpt-object-storage-lam-media-server-luu-tru-va-phan-phoi-media-file-cho-websiteweb-application,FPT Object Storage,FPT Storage,fpt-object-storage/su-dung-fpt-object-storage-lam-media-server-luu-tru-va-phan-phoi-media-file-cho-websiteweb-application.md,0,2,0,2,"FEWER_IMAGES, NO_TABLES",1386,1240,11%,11,7
cap-nhat-mot-credential,FPT Jenkins CI,FPT DevSecOps Services,fpt-jenkins-ci/cap-nhat-mot-credential.md,0,3,0,3,"HEADING_COUNT_DIFF, NO_TABLES, WORD_COUNT_LOW",293,147,50%,15,13
tao-moi-recipient,FPT Cloud Guard,FPT Monitoring,cloud-guard/tao-moi-recipient.md,0,3,0,3,"FEWER_IMAGES, NO_TABLES, WORD_COUNT_LOW",361,221,39%,10,5
huong-dan-dang-nhap-vao-fpt-cloud-jenkins-ci,FPT Jenkins CI,FPT DevSecOps Services,fpt-jenkins-ci/huong-dan-dang-nhap-vao-fpt-cloud-jenkins-ci.md,0,2,0,2,"NO_TABLES, WORD_COUNT_LOW",271,136,50%,6,4
them-moi-mot-agent,FPT Jenkins CI,FPT DevSecOps Services,fpt-jenkins-ci/them-moi-mot-agent.md,0,2,0,2,"NO_TABLES, WORD_COUNT_LOW",316,185,41%,11,9
xoa-image-hoac-artifact-trong-repositories,FPT Container Registry,FPT Container,fpt-container-registry/xoa-image-hoac-artifact-trong-repositories.md,0,4,0,4,"FEWER_IMAGES, HEADING_COUNT_DIFF, NO_TABLES, WORD_COUNT_LOW",254,127,50%,13,8
khoi-tao-group,FPT Autoscale,FPT Cloud Server,fpt-autoscale/khoi-tao-group.md,0,2,1,3,"MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",380,254,33%,7,6
xoa-mot-robot-account,FPT Container Registry,FPT Container,fpt-container-registry/xoa-mot-robot-account.md,0,3,0,3,"FEWER_IMAGES, NO_TABLES, WORD_COUNT_LOW",229,103,55%,9,4
tao-moi-fpt-jenkinsCI,FPT Jenkins CI,FPT DevSecOps Services,fpt-jenkins-ci/tao-moi-fpt-jenkinsCI.md,0,2,0,2,"NO_TABLES, WORD_COUNT_LOW",215,90,58%,6,4
tinh-nang-chuyen-worker-base-managed-gpu-cluster,Managed GPU Cluster (Kubernetes),AI Infrastructure,fpt-managed-gpu-cluster/tinh-nang-chuyen-worker-base-managed-gpu-cluster.md,0,2,0,2,"NO_TABLES, WORD_COUNT_LOW",337,214,36%,5,3
view-bills,Bills,Billing,billing/view-bills.md,0,2,0,2,"NO_TABLES, WORD_COUNT_LOW",328,206,37%,3,1
xem-danh-sach-managed-gpu-cluster,Managed GPU Cluster (Kubernetes),AI Infrastructure,fpt-managed-gpu-cluster/xem-danh-sach-managed-gpu-cluster.md,0,2,0,2,"NO_TABLES, WORD_COUNT_LOW",338,222,34%,6,4
tinh-nang-manual-scale-managed-gpu-cluster,Managed GPU Cluster (Kubernetes),AI Infrastructure,fpt-managed-gpu-cluster/tinh-nang-manual-scale-managed-gpu-cluster.md,0,2,0,2,"NO_TABLES, WORD_COUNT_LOW",248,132,47%,6,4
chinh-sua-label-taint-cho-worker-group-managed-gpu-cluster,Managed GPU Cluster (Kubernetes),AI Infrastructure,fpt-managed-gpu-cluster/chinh-sua-label-taint-cho-worker-group-managed-gpu-cluster.md,0,2,0,2,"NO_TABLES, WORD_COUNT_LOW",263,147,44%,7,5
mount-bucket-thanh-o-dia-tren-may-local,FPT Object Storage,FPT Storage,fpt-object-storage/mount-bucket-thanh-o-dia-tren-may-local.md,0,3,0,3,"FEWER_IMAGES, NO_TABLES, WORD_COUNT_LOW",365,252,31%,13,9
add-them-worker-group,Managed GPU Cluster (Kubernetes),AI Infrastructure,fpt-managed-gpu-cluster/add-them-worker-group.md,0,2,0,2,"NO_TABLES, WORD_COUNT_LOW",295,183,38%,6,4
bat-tat-alert,FPT Cloud Guard,FPT Monitoring,cloud-guard/bat-tat-alert.md,0,3,0,3,"FEWER_IMAGES, NO_TABLES, WORD_COUNT_LOW",206,99,52%,7,2
xoa-managed-gpu-cluster,Managed GPU Cluster (Kubernetes),AI Infrastructure,fpt-managed-gpu-cluster/xoa-managed-gpu-cluster.md,0,2,0,2,"NO_TABLES, WORD_COUNT_LOW",184,80,57%,5,3
recipient-teams,FPT Cloud Guard,FPT Monitoring,cloud-guard/recipient-teams.md,0,3,0,3,"FEWER_IMAGES, NO_TABLES, WORD_COUNT_LOW",325,223,31%,7,2
view-bill-charges-by-resource,Bills,Billing,billing/view-bill-charges-by-resource.md,0,2,0,2,"NO_TABLES, WORD_COUNT_LOW",239,137,43%,9,7
download-access-log,IAM,FPT Security,iam/download-access-log.md,0,3,0,3,"FEWER_IMAGES, NO_TABLES, WORD_COUNT_LOW",212,112,47%,5,1
restore-lai-vm-tu-cac-restore-point,Backup,FPT Cloud Backup & DR,backup/restore-lai-vm-tu-cac-restore-point.md,0,2,0,2,"NO_TABLES, WORD_COUNT_LOW",252,156,38%,3,0
fcmon-dashboard-template,FPT Cloud Monitoring,FPT Monitoring,fpt-cloud-monitoring/fcmon-dashboard-template.md,0,2,0,2,"NO_TABLES, WORD_COUNT_LOW",172,77,55%,6,4
create-organization,FPT Cloud Portal – Pay As You Go,FPT Cloud Server,fpt-cloud-portal-pay-as-you-gofpt-cloud-portal-pay-as-you-go/create-organization.md,0,3,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",174,84,52%,9,2
view-bill-charges-by-service,Bills,Billing,billing/view-bill-charges-by-service.md,0,2,0,2,"NO_TABLES, WORD_COUNT_LOW",178,89,50%,5,3
xem-lich-su-backup-and-recovery,Backup,FPT Cloud Backup & DR,backup/xem-lich-su-backup-and-recovery.md,0,1,0,1,WORD_COUNT_LOW,200,112,44%,3,0
xem-danh-sach-workspaces,FPT Cloud Monitoring,FPT Monitoring,fpt-cloud-monitoring/xem-danh-sach-workspaces.md,0,1,0,1,WORD_COUNT_LOW,197,111,44%,3,1
xoa-profile,FPT Autoscale,FPT Cloud Server,fpt-autoscale/xoa-profile.md,0,2,1,3,"MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",162,78,52%,4,3
view-request-resource,Request Resource,Support,end-user-request-resource/view-request-resource.md,0,3,0,3,"FEWER_IMAGES, NO_TABLES, WORD_COUNT_LOW",168,84,50%,6,3
xoa-policy,FPT Autoscale,FPT Cloud Server,fpt-autoscale/xoa-policy.md,0,2,1,3,"MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",158,77,51%,4,3
backup-report,Backup,FPT Cloud Backup & DR,backup/backup-report.md,0,2,0,2,"NO_TABLES, WORD_COUNT_LOW",170,90,47%,3,0
